id_A,id_B
15646,5418
2636,5048
4454,3480
13365,6026
9144,10158
11187,11317
7398,1002
5106,9510
13090,6763
191,11274
9166,586
1942,5849
4667,9337
5808,4981
12810,7831
8738,5629
631,7265
11840,1211
14336,8254
1231,4504
12167,6360
960,5738
12326,1793
10784,6716
16181,9244
14323,2889
18115,8359
7114,3036
9718,3049
4894,9210
7968,10554
15142,4391
18262,8140
11870,8912
9490,8788
6348,2741
14464,13151
10188,7064
18157,2342
14378,2970
396,9672
2765,8489
1928,10365
9293,860
9781,3121
12294,1068
16039,10404
12891,2296
14904,2161
13650,6705
10852,13618
1790,11600
1035,6563
7070,4359
10583,3578
6776,1226
1601,9473
5001,1353
16995,779
5997,6113
1877,12861
1330,7145
2350,12872
15219,6048
446,4694
1409,9990
7333,10121
11304,7768
2926,9312
5705,9251
8937,9641
18364,7829
11555,7269
11787,7592
4491,9616
2998,1219
14248,12116
13117,12946
10851,12923
389,12387
6021,2983
654,9668
7104,8592
8005,2758
2735,399
8299,7416
15969,5074
9241,6143
4249,8177
2627,10677
8525,782
12915,3408
12720,2699
356,11582
13621,5644
8798,1566
9279,9936
10600,4444
17679,3867
13426,10385
8085,13164
7236,8204
7171,5205
12783,2144
13691,2779
14382,6652
7014,11430
10111,12079
15813,2542
3215,4087
13422,11939
11743,8235
16429,895
8279,12392
6949,3409
10464,2571
8862,2336
1139,11128
12462,8270
14605,8761
11096,9636
8743,10080
611,10565
15066,7405
11593,9464
16348,10459
13301,9719
13911,7111
4748,7010
3325,11194
9679,3397
17204,10428
10262,11421
2325,12238
529,13289
3079,6943
8042,11473
10921,5459
15511,5557
15678,8831
1337,12982
5112,7152
10433,10964
8761,2033
12395,10576
15547,8347
17950,9910
7140,488
106,6990
41,6412
1631,4447
14620,4550
7505,3604
4397,3729
11390,5639
1237,11028
14419,11060
13858,1598
12867,3930
10401,1347
18145,7343
7116,2194
4260,3712
1529,3939
14504,6644
11513,3086
3320,8468
7866,5443
10181,12663
784,8596
4195,81
10648,435
3235,3022
18414,13656
13465,7106
11763,6112
5256,967
4354,6458
16382,5534
3226,830
14547,8002
8247,10548
2276,5310
15593,5579
13770,8360
15664,5412
17555,8597
13917,4072
2954,777
7920,13226
13740,1110
15944,7854
17812,12858
3089,4003
10794,10889
16042,2071
11972,12231
3715,2326
11284,10152
1322,5180
13379,3857
8375,10927
14924,10439
13942,414
7860,2953
9038,4630
7455,5195
7498,10609
9401,12109
17098,6355
15200,1063
16722,12146
17906,7114
6337,6533
4877,9112
3100,6708
9461,11545
12878,10875
17310,12081
634,4166
15476,6504
18477,8087
6191,4212
9928,11391
5486,9794
13857,8600
7734,13315
15303,5695
16070,320
7995,13078
5886,11251
11464,10212
3419,8444
1652,9375
10871,536
9697,9721
17837,13273
11975,4845
10114,12692
2682,7577
10130,7784
6931,7550
4788,7417
8269,3644
7922,3850
18466,7958
18218,155
1645,8329
2629,6778
13840,2154
12858,9170
17640,11688
4763,10886
9472,796
8097,3045
5573,13506
4554,6710
12770,10226
2967,7419
5166,3253
4720,1499
6856,1325
2616,9822
2497,9467
18204,2737
6463,12123
1636,5822
1872,7212
1903,3611
76,7397
13979,2528
7015,4581
4004,6870
11714,6334
6553,11257
6555,9005
8923,8942
3442,13259
1417,1109
10485,9099
6627,9240
14415,2852
11581,5819
6572,6511
2753,694
12817,4264
17609,412
3557,9253
2086,1941
3402,6851
16564,7563
1358,5454
333,11870
11628,6031
14599,10240
10501,5663
9218,13534
792,12834
13544,5897
3159,13571
16610,4424
9940,6296
14893,5311
8374,8901
13849,3928
2576,2128
5596,10434
1806,9045
9058,3880
18158,711
9398,12552
15405,3110
5927,1601
15253,4564
13053,10072
12576,13453
18377,10068
17803,12884
11160,2046
804,8673
7383,2386
13997,8038
4732,11291
4565,10058
12715,6292
3341,5854
13308,1283
9847,5602
3300,8580
5635,2795
8552,5770
11317,752
8879,8315
8373,9165
2994,475
10483,10063
471,3527
4345,6312
6231,1093
4955,1853
1598,12584
8756,10675
18015,7838
15428,6164
4915,6226
6961,11696
11036,1277
8567,10147
17786,6034
9518,3364
7785,1335
5551,12657
17235,2208
15551,12300
11834,6282
17974,1865
17771,7904
13029,5403
13257,3952
15389,7934
8908,5057
15436,8829
14910,5605
5628,8040
7306,13026
13182,5034
13144,10893
18265,377
831,13582
16115,2378
5568,8474
10510,6225
8772,816
4937,13472
5511,10682
6699,9121
14171,13127
10127,9266
2819,5394
600,13045
9471,3055
246,5765
7436,5441
319,1469
6458,3156
10592,3400
3124,9270
10574,4644
5810,10953
1375,13392
575,5460
16392,1203
5862,6496
5661,5934
1030,541
7513,2764
7915,8926
9698,5692
3373,9773
7452,7382
7758,13605
2818,6346
3613,1895
8431,6938
16812,9657
1310,8190
539,2183
5937,7792
14093,4423
12036,10196
1482,4125
17544,2719
14662,5606
4365,6814
13406,2763
1264,13320
16374,11492
17538,1661
7548,3296
9699,7083
6697,11058
4425,4826
2477,1142
2549,138
5280,5497
9391,1223
5397,891
6951,3739
18433,1424
2334,3616
12677,7939
12600,13348
4264,12128
9295,9273
6292,5825
809,5566
10880,10776
16690,4658
17324,11265
18124,9597
16759,12154
18390,1293
10372,2132
5746,10443
271,4338
9375,5185
15423,5913
1902,10491
732,12936
16693,1355
8709,4987
14663,10940
4003,3451
10166,12713
7830,13707
14477,11441
3409,1970
6146,13053
11254,3003
13081,3645
16419,5746
3345,8421
10653,4305
12311,11736
17183,558
3556,3001
16630,2036
1681,5416
4630,8606
13116,9148
12028,12894
17151,4597
6265,5353
6281,12372
18032,7299
2733,1959
2048,208
8654,10710
15524,1668
11403,6757
16086,596
6376,6883
10322,4160
11939,13537
13477,4952
13519,8131
2249,10113
7222,10974
13954,1550
36,10393
8849,4895
16993,4388
3713,5148
10250,7629
16061,9624
16925,2290
8847,2059
6252,11025
9495,3841
6590,13300
4442,12964
9524,7569
9202,4925
5326,13400
11740,11540
17514,6745
9881,7726
5267,7893
11176,6895
11167,9302
10853,11044
12098,10547
6193,12677
9146,5043
32,1574
7406,568
5019,10272
3921,5722
14160,8543
15300,7697
5739,1323
8888,9166
15893,1878
2678,9171
6975,4169
17394,10778
18084,3190
8915,7477
11697,4934
8718,11221
8994,12319
15562,5721
17389,749
9613,8834
16278,7022
12990,7315
15416,4707
14068,6283
17862,8296
11394,1195
8492,335
15350,2896
14976,2988
7273,9350
10693,8713
13588,5491
3173,8022
5076,6230
2538,9725
2172,12512
11387,2248
1092,5753
9309,8215
5360,12096
16918,2105
13111,6115
4574,5729
10212,394
1258,5136
15162,5307
15390,1831
15935,493
16625,10171
9735,11406
9687,1817
15319,11627
14478,12694
10924,13094
9658,6598
10744,11916
2834,5006
16876,12771
2712,4651
14443,4496
2946,6927
8701,5118
15214,9590
12351,7649
11974,2351
18042,3226
9921,12600
6933,10621
9314,1866
17470,2301
6963,11760
15334,1369
359,421
16549,1568
4471,5748
7611,4434
14048,4282
13938,612
12759,1010
18273,13188
1641,6170
3487,10133
1875,12529
15195,10725
9964,10178
18083,567
5458,13437
2530,11453
2800,528
13517,13475
7465,9603
15113,9886
2210,762
17900,5756
6611,5188
6729,7001
12101,11043
827,669
8669,1064
8242,7910
9227,551
15742,3839
1094,6403
17329,3471
3109,13608
2707,2608
13967,7459
10329,5637
14634,10009
13617,4463
9685,7462
9791,8986
15942,4524
14423,9711
3225,9345
10940,693
10936,11388
18328,781
14390,11415
7761,5001
11862,3657
467,10440
3888,13042
4695,5608
10348,12398
10995,794
1643,9229
6778,2594
5057,6614
661,6556
98,3301
17503,2445
2930,11316
13634,8017
5248,3921
4303,12528
15676,3082
11046,11527
1303,476
4504,7614
5666,8099
3749,8160
7088,13627
590,1316
6528,8747
3855,12735
7906,4614
2658,4608
18387,3907
9416,13336
12158,423
11934,8897
2050,3411
8820,12636
16772,13507
17888,4290
305,1485
3532,6441
5308,12395
5316,142
15869,11765
10478,6382
12347,10103
15441,4433
1722,254
16906,8582
18207,12989
15841,3585
8503,6922
1382,1747
9234,13176
18400,11108
9898,9475
17352,887
349,8865
2125,11863
4314,1920
6731,136
17113,9909
6511,11325
19,6580
3162,3354
12885,11973
7645,12821
2797,8590
17624,2898
17330,7731
11597,5159
8823,11485
9076,3580
6277,10117
15567,1639
16916,3771
1667,13028
12489,4249
17492,57
15790,12785
2248,5067
5572,11549
10539,7148
5082,2610
2304,2991
3193,9267
12373,6963
5508,9963
14279,6714
2387,6332
7846,11230
2623,2341
741,6039
5545,6817
12144,12245
6207,9993
15461,12586
9601,4568
17757,9815
11057,4596
9911,7259
5061,6886
6062,7836
13744,2750
15865,1953
15711,8257
4234,11110
7588,3392
10305,11443
7349,11178
10591,5743
18439,3406
1297,8317
14395,3946
5189,10712
3496,13380
277,3394
16398,4909
5393,6188
1648,2274
8059,603
1737,7347
4517,4556
2615,2216
8452,3034
5704,8342
14009,2909
6758,8658
14165,907
4689,1495
12195,458
5559,5686
15560,6966
8693,9010
6681,3529
6504,6203
6445,7825
12287,10360
8173,2845
14499,9450
17718,2568
1449,9291
8320,6766
9636,10414
13696,11943
13711,4416
5835,6720
6561,6444
7178,2824
15820,2162
15019,12641
4085,8302
11736,6936
7109,7018
6356,8101
16563,523
17450,13353
5713,5699
11922,10896
16709,7908
6840,13111
14358,5117
13380,8051
15160,1716
10008,3197
688,12852
12695,7309
4852,473
366,7466
2661,8567
3519,8909
15573,4559
16565,1079
13159,2097
2498,4268
15815,11725
1388,13692
15306,4828
1658,3119
5438,5833
13971,9570
12553,11244
11960,7932
8543,13249
14723,10436
13692,4136
18427,10186
7060,12362
18199,13121
14170,8114
6325,12875
17242,10684
1450,7297
12495,1614
11528,10551
8449,11726
17845,9828
5672,124
8508,7395
7303,13162
5213,2616
2626,3099
6071,7565
4765,9532
937,13335
15903,29
7678,1880
10628,13204
6700,4244
9996,8795
8055,257
8220,6884
12797,9127
8370,11083
4978,9615
14060,2451
17263,7110
961,2083
11461,2483
15854,11409
7393,5764
9369,3827
13994,7798
14779,12499
2575,8435
17960,3998
9463,2379
2277,5021
11440,12206
16680,2121
14546,10076
14523,2293
10077,3797
8093,7061
18511,13035
980,10074
6941,11594
12391,11997
6343,2835
11338,5434
5605,6487
6307,2321
18172,12433
10315,3442
17039,11377
9485,10779
14588,6423
4549,12353
16717,7585
10711,5886
2573,11633
9492,10322
7129,6287
9001,3736
16377,9607
5898,2578
438,9455
14932,13566
13568,12232
17918,8643
8785,6144
11367,10500
11926,877
7685,8480
9846,13105
3258,4252
6601,12751
8810,7434
14664,4184
4103,13612
17033,12396
7248,9264
26,628
18361,11665
17698,2331
17171,7988
3154,2981
14913,1127
8069,8161
439,393
10733,12021
2584,4702
13138,4299
10432,8230
4014,6339
5222,10839
2780,5018
16490,8133
14076,7008
6417,8441
12607,12033
15888,336
14749,7482
6446,10387
7474,11828
17027,4620
4678,188
8444,1201
17016,4383
14827,11772
5093,3805
5259,8551
15486,11927
12135,12023
6262,4616
13048,12216
12959,7512
11868,11148
885,11656
4805,3890
17118,5842
1796,4905
13500,8711
4117,4014
14144,12747
6506,7800
1893,5946
17835,6926
1338,13290
9956,2192
7192,522
15503,7758
12418,6576
16823,3525
30,10187
14921,11308
15856,4404
1611,11679
886,4495
1730,11629
267,1580
441,9192
12043,4010
14272,13541
107,3174
16753,10145
9118,13557
13612,11930
4235,13022
3625,9472
13836,10514
11800,8180
13600,9426
3188,9702
13860,11681
3962,4132
9062,9927
11795,3419
17318,9548
13953,13200
86,12646
7485,3553
1551,6024
12302,10378
14511,4058
18428,8443
1326,4000
13398,2181
12199,1502
11799,10229
11138,6197
3755,835
11441,2586
11754,3808
6158,4521
18163,10805
11619,2185
10962,6070
5646,9735
6409,7312
14565,6962
13198,4158
1759,2922
17570,5874
18171,9242
17490,8997
1794,10868
39,7476
15263,8985
18505,7650
1512,7764
2235,5502
122,12219
17878,116
17359,8525
2852,10987
18447,12311
4470,13664
14836,13048
10393,3332
4543,11678
10353,12069
14011,4454
13291,920
5017,12988
1301,12201
12686,2634
16476,2804
11856,148
10231,9560
346,4570
7634,13500
9427,8098
9290,13270
15581,6043
12605,9706
4029,9766
14361,8541
14058,12532
16543,4230
11265,4177
5826,1084
12968,3848
9020,7803
916,11341
16604,11123
4444,5776
627,11929
8215,2906
863,5718
6220,7251
13673,5832
14219,6457
10708,7665
6306,13451
7555,11907
13562,9362
9652,4171
7016,7073
874,7092
16739,676
415,12152
5963,3026
3431,1735
6970,1492
6014,8422
12611,4932
7951,3769
5237,7888
3577,9716
13218,1901
1559,5280
7910,10689
18329,1762
7631,12563
8903,6882
2246,4497
14053,3061
8277,1530
7153,6438
6914,2513
943,9902
15397,1482
10425,6038
8836,11832
17775,11275
1245,13404
1020,7681
16905,11586
4759,7449
5985,11283
4060,7929
1194,12335
7409,6508
2343,11498
17250,11064
10952,7693
4544,2432
8618,565
3659,4482
4450,1585
10010,12879
6715,12571
17585,1602
4157,5322
3242,7331
17573,4812
14970,9218
2382,12210
18253,1599
17880,12577
9934,9379
5903,5224
3221,2269
9077,10327
18263,409
15084,6285
11966,12121
2528,1161
5866,5632
13467,4990
2105,10811
18352,3335
3682,7528
14961,2007
5965,479
14617,3476
4463,2398
12461,1780
3515,12897
522,11007
4966,11098
6309,952
7175,8426
2778,10470
15752,11267
7298,11603
10927,3765
1010,7513
2396,7377
13266,13161
13899,6224
11288,3320
14625,7126
13342,3957
16158,7996
15793,3008
1905,6956
2254,8168
4001,2057
9451,10496
4652,1470
7880,2885
7119,1387
18191,11776
4935,11038
16951,3680
5721,5059
14941,1112
3986,3095
736,6894
9370,5818
1324,4663
9590,668
16662,12506
10777,5184
18402,7819
11232,12127
1802,3193
10923,11420
11130,7357
9512,11400
5455,232
17979,5070
13135,10766
7086,238
7194,11295
15776,9196
6138,7179
7677,5595
11233,5189
10727,2827
7574,9182
14104,11455
900,12728
11344,6715
14780,6008
13945,10400
18219,11047
2424,1477
311,4239
17879,13146
1937,11936
13220,2005
3656,6104
4493,2871
4572,10786
17170,1597
12032,2145
16677,9680
8096,13126
12596,962
10137,9052
3243,9971
17824,5638
6594,4868
14421,11590
16249,4628
16510,1967
6965,8899
10993,740
5920,11988
13004,3788
13976,8578
15105,10222
12,3027
17827,8941
8814,13455
15325,955
768,5186
15414,2551
11173,2555
16236,8088
5370,498
18392,5777
17138,9705
15044,11891
17662,6429
10771,13549
14072,10118
1234,12842
6913,7615
306,2041
18460,4006
4328,7843
13643,1008
1646,6885
13542,356
13984,13689
788,6255
18280,1927
10479,12031
5926,7035
7878,1622
2262,5837
8181,12650
1439,6917
3865,7658
10004,3414
11671,6025
5232,5094
12035,7522
10438,430
13850,10314
5227,11082
7484,7894
10538,12344
11541,13610
3699,2431
16948,1746
14706,4368
15259,5462
8845,12226
15014,11737
9900,6193
18360,10665
2409,4783
6923,11461
14838,7043
9776,1412
2435,10535
11292,6081
6345,1906
743,1712
8871,8608
1031,10932
9539,3852
13022,11718
8499,10100
291,6305
1635,241
11217,6732
14380,11868
12901,13715
17055,5640
11433,9715
9193,9573
6474,7700
1374,4862
12816,2966
5065,10627
14512,8876
16246,5584
13314,6268
17794,10455
2085,13107
18464,3849
13552,5553
8158,13407
17327,12756
5850,9519
5094,12775
10144,8379
18006,12701
2923,1887
11164,3175
2739,1546
3149,11016
14857,10081
1863,4516
1594,9671
3710,8491
10413,807
12647,2456
2640,12042
17954,10123
16874,9160
15262,7369
5201,10645
4143,1229
8264,7192
6610,11763
12860,3115
4571,2601
7719,5607
6192,6288
15406,2377
7212,6003
7665,12534
6870,6424
10531,6415
17483,10563
3653,1232
1467,11906
16075,6974
5575,325
6689,2023
1688,4500
9721,4681
15727,6236
5589,11816
2467,8506
17272,357
13305,13647
18153,7924
17815,9398
14739,5806
14159,8731
4985,49
5174,8790
1307,9864
6020,7965
3303,12141
6363,13578
14462,10992
6212,2614
2856,4645
13614,3138
17930,7809
2565,5338
588,1972
6255,5216
17034,10914
16682,2440
6230,1914
31,1867
2851,8670
13492,5114
10707,5997
8865,8224
11770,9131
3894,6987
3043,1029
14950,1012
7218,9598
12476,2913
5772,5231
14292,1923
8309,12621
13289,12680
2112,8238
2504,11543
1938,11857
12619,6662
18039,2247
11524,13384
5402,4246
9095,5988
10855,4361
7021,6440
4708,4999
14371,4542
13550,270
9475,6464
13779,8103
11989,11745
7799,3895
8811,10044
5384,1649
14406,13160
15309,13326
17120,7340
18060,1303
4609,4946
12890,6276
18475,10833
5437,3393
13580,11176
18500,12846
2750,1385
13548,12035
18324,7123
6454,3291
11300,2705
121,8219
15925,299
1672,8466
6589,4395
9787,14
9551,12415
4612,211
12923,838
13186,7361
5266,3587
9496,12707
13682,12321
6795,13579
3085,3762
11486,5269
4905,2226
18034,13269
17425,10972
14600,5649
16853,8440
8848,5917
15832,6970
13553,10046
16576,4011
496,8077
12556,2195
6958,6087
14096,1159
233,1584
9707,8064
7151,4610
10498,330
14837,1950
1867,13184
1242,542
16508,10952
2329,7217
13437,8611
6476,1836
18417,5393
11690,8256
4870,3146
13874,10008
14032,8138
5340,9885
18485,12970
1053,6446
7223,667
18294,1779
2628,3216
14180,9853
1225,6130
13225,7851
1406,10681
15988,9647
8430,13328
9869,11541
7176,3040
8381,6824
18396,10949
16141,4121
8092,12949
13259,2264
8963,7884
5265,8968
14026,3054
4245,8802
16638,8859
16183,6664
861,10054
6452,13054
1142,1017
8233,4346
15940,6866
6882,7048
10601,10271
12716,12302
12196,6304
9930,8148
18270,11126
10175,4092
1950,13365
3135,11271
12145,7869
3022,577
10167,5361
1622,7087
11661,6602
18002,4576
7142,13011
12284,5915
10989,2028
13041,5375
7407,771
3237,5419
9178,6651
16065,7503
10301,6072
3597,2960
6939,1149
7961,440
15363,4302
881,6793
18255,4224
15763,1752
11207,12365
1988,4537
7097,3929
13459,8439
16572,6192
2873,8469
13888,2544
3586,4621
14457,8162
9287,4860
13887,11475
11710,8736
693,4458
13501,3247
17214,9967
5675,11263
677,1660
3106,3595
6967,6980
16044,8383
1465,4374
7304,9038
3488,7388
12396,4145
16795,2087
15648,10578
15770,2265
614,3811
12459,13441
2238,7767
4738,9256
4579,3029
1690,11152
2068,3995
11165,3638
10827,483
13787,12697
3631,4756
6676,1870
6135,4522
17037,12452
16215,1236
14030,4063
3737,11798
2188,4337
10654,5504
1185,12375
10875,13317
12768,7921
14695,6911
3521,8707
6971,5999
10084,7973
6199,4135
4171,3278
10792,2123
17955,6812
17031,10448
13235,2924
14105,7837
1916,2612
8344,11186
9794,12470
9081,10802
15156,1528
15310,826
16416,339
6930,55
6514,11140
9805,9583
5633,4835
15109,11785
7989,7742
8355,448
15292,5994
2491,10261
7195,2411
9041,10569
16694,10286
11083,7105
17677,4316
12562,1985
11602,10614
4656,6001
2390,11674
13008,2588
10670,4569
11552,12281
9855,7215
10625,9220
13521,13479
6319,1468
15699,10203
14247,8328
2294,429
12217,11675
1200,11651
15080,12917
1858,9211
11412,2464
5084,12469
12186,9540
16329,792
16178,2498
15153,2043
1967,8712
2536,9925
5111,3530
14537,4364
3531,8100
16863,5296
14130,10422
11936,1121
12138,3021
16371,1685
543,1999
15475,5515
1032,10667
2198,11671
766,9661
5778,11137
10712,3674
5123,12777
7637,11919
3952,2853
8128,5271
10290,4892
397,13339
7582,4369
4718,1456
12785,2307
1777,11163
16768,9665
17601,2096
3201,13522
11676,1526
1514,6965
3272,12836
10682,3128
12922,8483
14267,3724
11236,5978
18024,7421
5673,4937
3779,10943
11946,11203
4241,9694
10931,13141
17530,2625
6159,10765
12392,4303
2520,5511
18166,7542
5701,8129
5478,1885
3292,13265
2404,13252
5356,5860
9390,4462
15748,11085
3474,6578
14002,5235
2989,2439
3722,5677
12663,5062
2837,3090
5297,13171
10943,6783
4278,9972
1870,8710
17746,4098
15007,6014
1539,9479
13896,4875
6349,1522
6367,12016
4835,3424
5477,3979
16671,4627
1060,12826
15332,2146
10659,11968
13327,10638
7700,13169
14480,3334
6296,8609
7526,8511
10015,3265
11033,4940
3720,3303
1401,13666
13427,7680
17976,6934
5529,10194
13279,403
6061,1281
17459,5029
16703,7579
16724,4533
11116,12594
5940,6593
12961,4676
1747,4886
7180,8479
6136,5960
6358,7852
8070,4777
719,12115
7170,4567
16388,11695
8704,10106
14150,370
11296,7692
12966,6878
16421,11742
7210,7205
11641,3787
14553,5665
7443,737
12157,2707
409,6237
2850,7414
14966,6772
3416,3031
14987,9723
8733,5297
18491,12833
6045,13640
335,6385
1232,7326
10981,10620
9484,463
10845,2063
10990,2353
15089,6835
6098,13643
6959,12871
14977,8249
9409,929
14763,4415
15290,12948
8029,1827
3762,1798
5853,2711
18201,13377
1784,316
12639,9250
12178,13577
3075,4536
18282,8913
3471,7967
4716,8094
5536,337
10701,1539
7550,7560
17157,12909
8687,12322
18228,8006
5510,10740
9804,3691
15537,7040
10192,9022
15717,12784
5745,8720
5976,12682
3489,12139
8202,11875
13739,1869
225,2780
12444,10634
2049,7885
10268,13536
14489,12561
4724,7883
7657,4995
6636,10648
11240,4407
12921,8576
4006,5044
16806,4986
184,8993
18530,4032
2591,3742
307,7941
13523,8516
3232,12046
6110,341
10083,7907
16634,531
13372,7919
15035,7057
10335,1790
3481,256
11007,1027
15882,12241
1964,11972
8801,9635
7237,13626
7263,12388
13546,2206
8933,6892
17859,1046
5734,2562
13370,2045
13020,7826
6693,8279
4582,1589
4057,13624
9587,2626
6303,2630
5344,11743
6559,5895
2327,3205
5710,6136
14629,11107
4974,855
7529,4061
9090,8627
5080,6067
14930,8477
11068,8962
18322,2319
1612,5789
2522,6802
17546,248
15144,6259
5882,4142
17877,2886
13213,1177
1366,6683
16574,3342
15622,11938
10444,11733
466,11262
378,7724
14225,5026
3315,10339
18238,3869
8708,5324
2825,10615
15606,2288
4327,5402
6338,1298
4627,3417
3758,9734
2242,9758
14177,3677
5574,6932
12544,7355
13593,6172
13262,6245
14111,1931
9208,5218
11820,769
9567,419
8512,147
5375,8436
18506,12403
4546,10320
3118,645
9443,363
5581,453
13395,10155
10091,5578
3559,5815
3236,3307
18232,162
955,4604
17226,283
14655,1942
1729,43
13559,13599
2123,7849
11459,652
5932,8393
341,6049
12507,3183
6564,284
5679,11100
8569,1005
14222,11171
6005,9523
17287,8799
15596,12675
18182,11173
15976,1684
13549,5335
12564,9962
9182,12104
5645,7016
17754,3537
7638,12124
11798,3813
3360,9444
101,1799
4139,5041
6095,11497
9908,1242
10756,11237
4416,3264
8734,12748
18553,10014
12352,692
5760,5931
2153,6494
15835,12397
4237,1409
7150,3868
7729,8793
4502,4741
1356,12792
7791,13717
14892,11931
10157,5774
9651,11367
12030,1917
17448,13635
15368,10288
365,11424
1452,1810
4691,9214
2137,2244
9746,1403
16836,2994
12734,8029
1123,4386
4265,1059
3490,10259
297,4440
15544,3228
13766,7991
13158,6156
481,8247
6030,795
15588,3468
18450,4949
16430,6670
6165,6183
9334,8890
18436,6075
17629,1656
4770,9159
14417,8344
989,8887
896,10560
2480,2862
1528,588
819,4846
10974,3792
4393,4292
3095,2573
13886,5400
17804,10087
3121,9012
13072,11431
14332,6152
16514,9190
15750,9418
17109,7676
18037,5213
6621,4213
15357,11577
8561,12809
13814,4422
12403,1248
7426,5028
13602,10629
9973,3535
2170,2919
156,12412
6492,13585
3570,1239
15716,7151
16310,3437
5740,2996
4274,10125
8090,3905
16055,6350
7233,9555
5612,338
9943,12702
303,10310
14934,7892
13604,5650
2685,12180
13756,4519
14330,12482
11186,4547
7956,1280
8946,7540
12232,11447
15561,9534
14744,7490
2376,9737
2087,8721
6969,11515
167,11565
14745,5792
8436,8777
761,5848
4376,11705
15202,8074
18014,9492
13109,6162
109,13319
383,11309
11561,7389
9844,7519
6637,2010
2118,4095
12179,3221
4053,2982
8470,11569
533,1697
1608,4917
17637,4365
7274,4544
9611,13434
7090,1819
11328,12078
11131,9544
158,3484
11851,11256
20,12276
17683,1979
5338,2449
10862,10519
9207,13573
6469,27
508,5811
14994,11474
4972,7122
14460,3141
11310,11895
8608,3262
13424,3851
7044,5298
16505,2348
7839,11373
5547,3824
6466,6201
285,9549
6772,6035
14609,12972
17453,10865
14113,7754
1819,9008
744,5384
9115,6353
13929,3893
15937,11499
9450,8310
11368,5469
1674,8220
3463,4575
6154,5633
13078,5944
15868,1086
9890,13003
3904,936
3883,1437
7025,1476
10406,13192
13267,1462
16397,992
9924,5660
6709,6702
7908,11738
691,5142
2146,9835
4133,10156
18303,2188
18363,4242
16362,1215
10249,121
11139,1952
12522,7641
1080,9566
14350,3465
3957,2373
15630,5228
18555,11465
17905,10295
3820,10085
13447,5875
8013,9921
7260,5952
17603,9966
14438,1001
1507,12179
8224,5066
289,4110
2143,9913
18058,5181
9686,11923
1699,8011
4045,6383
8770,8322
11640,12538
8980,5537
12053,12644
7642,11141
13909,13383
9103,8528
3365,4754
13825,1548
11521,7706
4949,6433
16441,10866
1879,9044
536,8860
14285,11303
15639,2831
15619,8620
4635,490
11952,9699
10620,9779
5191,793
10487,5536
17586,8519
17780,3102
17948,6897
13878,10617
5292,1171
12535,12283
1311,6131
2447,1231
6432,1399
7554,2076
3584,1191
10681,12102
14479,201
11259,4231
13403,7025
8636,4189
15895,13708
10975,13704
16119,9862
7245,9331
16074,13395
7707,9718
1568,6629
13264,9263
1943,3576
2589,9821
9230,10447
2432,12671
6119,13490
13011,12421
10994,12750
2019,6827
14589,2465
17687,7287
463,695
2257,7844
8261,944
13794,10368
17691,9481
13171,1935
7786,6381
8113,12661
8727,2259
9064,1975
16868,4896
15382,8454
3768,4360
609,3372
12656,3084
3708,8517
5829,13047
836,1094
11424,11185
3354,6558
1269,7925
18000,6222
2671,5898
10387,8467
3148,2692
13574,12077
9306,384
13977,5157
10471,10836
7814,7863
12937,6776
3989,5923
923,3678
8809,3628
499,718
15838,5397
7885,10823
1308,9890
1515,7776
970,5798
15273,6890
14005,5413
523,9608
17527,7176
9863,1260
330,1060
2784,11836
18394,7698
13363,9261
8132,2241
2943,8675
16689,1881
12251,7222
17604,115
12113,649
4519,2821
13816,12134
11190,104
3238,3826
10078,812
14854,9550
1492,12447
18169,7279
3681,12475
5132,8102
12767,2999
12756,547
2552,3076
12281,5087
11545,6738
2412,6688
8760,11575
12592,11248
2042,1965
7615,7865
14003,11630
12913,2085
294,62
9517,10630
235,6625
15977,6641
6120,1360
14628,8362
13337,9205
13706,1033
8329,227
4984,2644
5390,3127
8703,2111
4615,3363
9655,2790
15902,7328
8433,1761
11925,1457
7460,5355
12517,11852
16153,8655
2847,229
5885,10845
17959,6513
5684,6213
13352,11648
2976,10362
444,2073
13904,8530
14949,6078
6066,225
7816,469
10596,11477
8668,7699
8401,10168
1954,1156
11119,253
2970,7578
11944,233
16190,10583
4909,7433
1533,6690
14595,6354
16017,11982
4050,2989
14101,13086
3146,9489
1056,6825
15269,5165
7914,3153
15936,7734
2364,7557
4120,5161
5634,4123
13105,1044
5028,7260
8952,1120
1363,1273
9094,10275
12197,5125
16989,2684
4845,2455
4193,9090
11899,12501
1097,13397
5405,8732
8793,10730
14581,590
299,1732
14590,12525
11197,7116
13233,9277
11030,12054
6976,683
10418,12250
11741,4390
16345,12487
10159,10657
11609,10070
2270,2390
12612,824
10246,13043
15408,808
10238,505
18413,8815
13704,6675
13329,8780
2142,6455
15556,10446
11617,1251
425,3405
7675,4022
6390,829
12490,3276
14989,2280
14623,8241
13687,1645
16492,1541
15296,10628
13531,8212
15221,13458
7380,7139
6451,3714
17721,10179
4464,9458
1974,134
9015,12786
6341,878
7092,3931
14986,6140
4446,12418
3745,6718
14282,8601
15609,6510
9920,6553
442,2822
3985,12815
18023,2690
2468,10494
14492,13297
3673,11000
4664,572
9344,11567
1476,5881
1887,10321
17994,8855
7963,8644
17931,13463
16216,7249
2614,7679
17909,810
1177,1255
15996,9453
